35.9598212 138.9786366 318.0 1778287016.0
35.9599004 138.9784936 317.0 1778287039.0
35.9599271 138.9783572 317.0 1778287048.0
35.9599417 138.9782416 318.0 1778287054.0
35.9599844 138.9781017 317.0 1778287064.0
35.9599933 138.9779689 317.0 1778287073.0
35.9600211 138.9778318 317.0 1778287082.0
35.9600663 138.9776898 317.0 1778287091.0
35.9601256 138.9775425 317.0 1778287099.0
35.9601524 138.9774359 317.0 1778287105.0
35.9601784 138.9773268 317.0 1778287110.0
35.9602025 138.9772068 317.0 1778287116.0
35.9602461 138.9770811 317.0 1778287122.0
35.9602782 138.9769712 317.0 1778287128.0
35.9603028 138.97681 317.0 1778287138.0
35.9603454 138.9766557 319.0 1778287149.0
35.9604048 138.9765598 319.0 1778287158.0
35.9604095 138.9764484 320.0 1778287164.0
35.9603431 138.9763216 322.0 1778287171.0
35.9603006 138.9762178 323.0 1778287176.0
35.9602526 138.9761127 325.0 1778287182.0
35.9602187 138.9759998 326.0 1778287188.0
35.9602313 138.975869 325.0 1778287194.0
35.9602228 138.9757157 326.0 1778287203.0
35.9601935 138.9755713 325.0 1778287212.0
35.9601503 138.9754291 326.0 1778287219.0
35.9601257 138.9752903 325.0 1778287228.0
35.9600668 138.9751691 326.0 1778287234.0
35.9599807 138.9750705 327.0 1778287240.0
35.9598711 138.9750484 332.0 1778287248.0
35.9598155 138.9749371 331.0 1778287254.0
35.9597941 138.9748168 332.0 1778287260.0
35.959766 138.97469 331.0 1778287265.0
35.9597037 138.9745887 332.0 1778287271.0
35.9596562 138.9744829 333.0 1778287277.0
35.9595915 138.9743519 332.0 1778287283.0
35.959536 138.9742329 331.0 1778287289.0
35.959465 138.9741253 330.0 1778287298.0
35.9594364 138.9739682 331.0 1778287304.0
35.9594201 138.9738425 328.0 1778287310.0
35.9593642 138.9736934 328.0 1778287317.0
35.9592897 138.9735835 329.0 1778287326.0
35.9591977 138.9734757 330.0 1778287335.0
35.9590865 138.9734123 334.0 1778287342.0
35.9589988 138.9733143 336.0 1778287348.0
35.9589445 138.9731938 337.0 1778287354.0
35.9588963 138.9730466 337.0 1778287363.0
35.9588541 138.9729017 333.0 1778287372.0
35.9588077 138.9727919 334.0 1778287378.0
35.9587572 138.9726979 336.0 1778287383.0
35.9586934 138.9726112 341.0 1778287389.0
35.9586153 138.9725205 348.0 1778287398.0
35.9585571 138.9724159 351.0 1778287407.0
35.9585156 138.972316 355.0 1778287412.0
35.9584738 138.9722114 359.0 1778287419.0
35.958445 138.9720771 358.0 1778287428.0
35.9583704 138.971924 360.0 1778287438.0
35.9583249 138.9717879 366.0 1778287444.0
35.958296 138.9716578 365.0 1778287451.0
35.9582725 138.9715443 367.0 1778287459.0
35.9582409 138.9713899 364.0 1778287468.0
