35.4280381 139.2193503 798.0 1775948532.0
35.4280774 139.2192231 799.0 1775948557.0
35.4281011 139.2190766 802.0 1775948566.0
35.4280031 139.2191693 802.0 1775948578.0
35.4279324 139.2192947 802.0 1775948587.0
35.4279076 139.2194691 803.0 1775948596.0
35.4278561 139.2195818 805.0 1775948603.0
35.4277686 139.2196704 804.0 1775948612.0
35.42765 139.2196097 805.0 1775948621.0
35.427557 139.2196068 809.0 1775948664.0
35.4274579 139.219588 811.0 1775948674.0
35.4273564 139.219554 815.0 1775948689.0
35.42727 139.2195052 817.0 1775948711.0
35.4271957 139.2196222 820.0 1775948719.0
35.4271136 139.2196697 822.0 1775948731.0
35.427027 139.2197576 829.0 1775948751.0
35.4269805 139.2198887 825.0 1775948771.0
35.4268477 139.2199135 827.0 1775948780.0
35.4267183 139.2198959 831.0 1775948789.0
35.4266147 139.2199721 834.0 1775948800.0
35.4265099 139.2200204 836.0 1775948809.0
35.4263992 139.2200681 839.0 1775948818.0
35.4263003 139.2201298 840.0 1775948827.0
35.4262206 139.2201814 842.0 1775948833.0
35.4261382 139.2202525 844.0 1775948842.0
35.4260902 139.2203555 843.0 1775948857.0
35.4260124 139.220274 845.0 1775948864.0
35.425961 139.2201575 846.0 1775948872.0
35.4259474 139.2200385 848.0 1775948882.0
35.4259109 139.2199369 850.0 1775948891.0
35.4258463 139.2198584 850.0 1775948897.0
35.4257659 139.2197906 848.0 1775948904.0
35.4257851 139.2196758 849.0 1775948910.0
35.4257985 139.2195509 847.0 1775948919.0
35.4258985 139.2194111 846.0 1775948928.0
35.4259714 139.2193151 845.0 1775948934.0
35.4260206 139.2191984 844.0 1775948940.0
35.4260418 139.2190798 842.0 1775948946.0
35.4260997 139.2189386 844.0 1775948954.0
35.4261269 139.2188266 848.0 1775948966.0
35.4261424 139.2187024 851.0 1775948986.0
35.4261294 139.2185883 853.0 1775948999.0
35.4261472 139.2184803 858.0 1775949027.0
35.4261492 139.2183397 859.0 1775949066.0
35.4261713 139.2182111 861.0 1775949075.0
35.4262478 139.2181089 868.0 1775949101.0
35.4263347 139.2180609 874.0 1775949119.0
35.4263769 139.2179535 879.0 1775949132.0
35.4263406 139.2178349 880.0 1775949162.0
35.4263038 139.217723 880.0 1775949208.0
35.4261982 139.2176356 878.0 1775949232.0
35.4260925 139.2176415 870.0 1775949251.0
35.4260274 139.2175422 872.0 1775949261.0
35.4259377 139.2174791 867.0 1775949280.0
35.4258739 139.2173631 864.0 1775949286.0
35.425859 139.2172542 866.0 1775949289.0
35.4258316 139.2171271 861.0 1775949295.0
35.4258606 139.2170044 864.0 1775949301.0
35.4259153 139.2168821 862.0 1775949310.0
35.4258894 139.2167739 856.0 1775949334.0
35.4258703 139.2166318 852.0 1775949379.0
35.4258103 139.216502 848.0 1775949388.0
35.4258042 139.2163725 846.0 1775949397.0
35.4258558 139.2162305 847.0 1775949406.0
35.4259432 139.2161802 848.0 1775949427.0
35.4260476 139.2161702 850.0 1775949436.0
35.4261571 139.2161385 849.0 1775949445.0
35.4262521 139.2160822 851.0 1775949455.0
35.426333 139.2160097 851.0 1775949462.0
35.4264315 139.2159513 854.0 1775949472.0
35.4265161 139.2158959 856.0 1775949482.0
35.4266032 139.2158416 855.0 1775949490.0
35.4266745 139.2157702 857.0 1775949496.0
35.4267652 139.2157479 857.0 1775949503.0
35.4268544 139.2157084 860.0 1775949511.0
